Unnamed: 0,latitude,longitude,event_cause,requires_road_closure,priority,police_station,incident_duration_min,day_of_week,is_weekend,time_of_day_category,spatial_risk_score,encoded_event_cause,encoded_time_of_day,start_time,effective_end_time_only,event_severity_score,junction,junction_incident_count,zone,zone_incident_count,road_closure_risk,incident_duration_min_clipped,event_severity_score_scaled,junction_incident_count_scaled,zone_incident_count_scaled,incident_duration_min_scaled,road_closure_risk_scaled,congestion_risk_score,congestion_risk_level,is_compound_incident,peak_hour_flag,incident_duration_min_clipped_scaled
21,12.927375,77.5806883,tree_fall,True,Low,Jayanagara,126.52872176666668,3,0,evening_peak,3.869264203266665,13,0,19:45:16.034000,20:33:47.282786,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,33.3,Medium,1,1,0.5267467844912105
22,12.9169074,77.5950955,pot_holes,False,Low,Jayanagara,126.52872176666668,4,0,night,9.98598552213091,7,3,22:35:41.185000,19:48:05.331210,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.0,0.0,0.0,0.5267467844912105,0.0,12.64,Low,0,0,0.5267467844912105
23,12.9667047,77.6615983,pot_holes,False,Low,Jeevanbheemanagar,14.834215083333332,1,0,morning_peak,4.166740531425897,7,2,08:32:47.117000,08:47:37.169905,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,14.834215083333332,0.0,0.0,0.0,0.0609039274656747,0.0,1.83,Low,1,1,0.06090392746567475
24,12.8966387,77.7202071,water_logging,False,Low,Whitefield,11.046155966666667,3,0,evening_peak,3.883367086677048,16,0,19:55:24.461000,20:06:27.230358,70.0,Unknown,8173,Unknown,8173,0.08271136669521595,11.046155966666667,0.625,0.0,0.0,0.0451051175341122,0.0,45.1,Medium,1,1,0.045105117534112206
25,12.9463911,77.597326,tree_fall,True,Low,Wilson Garden,843.3240253,3,0,night,19.19313894679196,13,3,06:09:19.361000,20:12:38.802518,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,240.0,0.25,0.0,0.0,1.0,0.0,47.5,Medium,1,0,1.0
26,12.9856042,77.5977438,pot_holes,False,High,Shivajinagar,11.009340083333331,1,0,morning_peak,4.465013965868294,7,2,08:35:04.399000,08:46:04.959405,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,11.009340083333331,0.0,0.0,0.0,0.0449515699982021,0.0,1.35,Low,1,1,0.04495156999820211
27,12.9077383,77.6005709,vehicle_breakdown,False,High,Mico Layout,143.0118592,1,0,morning_peak,6.685884204968906,14,2,08:12:47.138000,10:35:47.849552,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,143.0118592,0.125,0.0,0.0,0.595492795935248,0.0,26.61,Low,1,1,0.595492795935248
28,12.9635109,77.6642122,pot_holes,False,Low,HAL Old Airport,9.079776783333331,1,0,morning_peak,1.0907633159069818,7,2,08:25:57.212000,08:35:01.998607,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,9.079776783333331,0.0,0.0,0.0,0.0369039649084367,0.0,1.11,Low,1,1,0.036903964908436775
29,12.9667073,77.6615616,pot_holes,False,Low,Jeevanbheemanagar,2.1338967,1,0,morning_peak,4.166740531425897,7,2,08:31:37.367000,08:33:45.400802,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,2.1338967,0.0,0.0,0.0,0.0079348712738651,0.0,0.24,Low,1,1,0.007934871273865192
30,12.9666867,77.6616478,pot_holes,False,Low,Jeevanbheemanagar,13.1044941,1,0,morning_peak,4.166740531425897,7,2,08:33:55.212000,08:47:01.481646,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,13.1044941,0.0,0.0,0.0,0.0536898021818101,0.0,1.61,Low,1,1,0.05368980218181016
31,12.907814,77.6006561,vehicle_breakdown,True,High,Mico Layout,147.70489283333333,1,0,morning_peak,6.685884204968906,14,2,08:08:05.581000,10:35:47.874570,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,147.70489283333333,0.125,0.0,0.0,0.615065971562113,0.0,27.2,Low,1,1,0.615065971562113
32,12.8955737,77.5993711,vehicle_breakdown,False,High,J.P. Nagar,172.48698109999998,1,0,night,6.877330078827941,14,3,05:43:18.534000,08:35:47.752866,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,172.48698109999998,0.125,0.0,0.0,0.7184243115916109,0.0,30.3,Medium,1,0,0.7184243115916109
33,12.92757,77.5832051,tree_fall,False,Low,Jayanagara,126.52872176666668,3,0,evening_peak,5.249858774535857,13,0,20:06:03.523000,20:33:44.935343,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,33.3,Medium,1,1,0.5267467844912105
34,13.044697,77.5828546,congestion,False,High,Kodigehalli,177.5382209,1,0,night,22.27206948262401,3,3,05:38:15.485000,08:35:47.778254,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,177.5382209,0.25,0.0,0.0,0.739491453117419,0.0,39.68,Medium,1,0,0.739491453117419
35,12.9666885,77.6616396,pot_holes,False,Low,Jeevanbheemanagar,8.487301616666667,1,0,morning_peak,4.166740531425897,7,2,08:35:57.672000,08:44:26.910097,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,8.487301616666667,0.0,0.0,0.0,0.0344329362737056,0.0,1.03,Low,1,1,0.03443293627370569
36,12.9789228,77.5644032,vehicle_breakdown,False,High,Magadi Road,137.9545510833333,3,0,evening_peak,7.167848641210135,14,0,20:17:50.952000,22:35:48.225065,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,137.9545510833333,0.125,0.0,0.0,0.5744003453583748,0.0,25.98,Low,1,1,0.5744003453583748
37,12.8636494,77.6725849,accident,False,Low,Electronic City,342.8135539833333,1,0,night,12.908925133712582,2,3,03:52:59.126038,09:35:47.939277,80.0,Unknown,8173,Unknown,8173,0.08271136669521595,240.0,0.75,0.0,0.0,1.0,0.0,82.5,Critical,1,0,1.0
38,12.9219483,77.6002467,vehicle_breakdown,False,High,Mico Layout,140.63250591666667,1,0,midday_offpeak,5.749301188565807,14,1,15:15:10.139000,17:35:48.089355,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,140.63250591666667,0.125,0.0,0.0,0.5855692574883345,0.0,26.32,Low,1,0,0.5855692574883345
39,12.9666597,77.661556,pot_holes,False,Low,Jeevanbheemanagar,6.705425233333333,1,0,morning_peak,4.166740531425897,7,2,08:37:16.322000,08:43:58.647514,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,6.705425233333333,0.0,0.0,0.0,0.0270012871270589,0.0,0.81,Low,1,1,0.0270012871270589
40,12.946469,77.6986754,construction,False,High,HAL Old Airport,4.583619033333333,1,0,morning_peak,0.9315456296011778,4,2,11:31:12.848000,11:35:47.865142,60.0,Unknown,8173,Unknown,8173,0.08271136669521595,4.583619033333333,0.5,0.0,0.0,0.0181518970217352,0.0,35.54,Medium,1,1,0.01815189702173526
41,12.9936273,77.5844677,others,True,High,High ground,106.41915116666668,3,0,evening_peak,7.3795213354107165,6,0,20:20:31.140000,22:06:56.289070,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,106.41915116666668,0.25,0.0,0.0,0.4428760544075925,0.0,30.79,Medium,1,1,0.44287605440759253
42,12.9465079,77.6986339,vehicle_breakdown,False,High,HAL Old Airport,177.47198625,1,0,evening_peak,7.867734470327854,14,0,20:38:19.329000,23:35:47.648175,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,177.47198625,0.125,0.0,0.0,0.7392152091059068,0.0,30.93,Medium,1,1,0.7392152091059068
43,13.0467058,77.5036495,vehicle_breakdown,False,Low,Chikkabanavara,125.94824038333331,3,0,evening_peak,5.91019844123692,14,0,18:29:50.857000,20:35:47.751423,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,125.94824038333331,0.125,0.0,0.0,0.5243257781759331,0.0,24.48,Low,1,1,0.5243257781759331
44,13.0166142,77.5054464,vehicle_breakdown,False,Low,Peenya,126.52872176666668,3,0,night,5.249858774535857,14,3,06:06:26.375000,21:21:59.625317,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.125,0.0,0.0,0.5267467844912105,0.0,24.55,Low,1,0,0.5267467844912105
45,13.0085677,77.6131497,construction,True,Low,K.G. Halli,14.63045705,1,0,evening_peak,4.148840432913916,4,0,21:21:10.303000,21:35:48.130423,60.0,Unknown,8173,Unknown,8173,0.08271136669521595,14.63045705,0.5,0.0,0.0,0.0600541164301239,0.0,36.8,Medium,1,1,0.06005411643012392
46,13.0309717,77.5364661,vehicle_breakdown,False,High,Yeshwanthpura,122.37784896666668,1,0,evening_peak,9.264950842824774,14,0,19:33:25.417000,21:35:48.087938,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,122.37784896666668,0.125,0.0,0.0,0.5094347921496022,0.0,24.03,Low,1,1,0.5094347921496022
47,13.0262806,77.5442344,others,False,High,Yeshwanthpura,133.52983253333335,3,0,evening_peak,18.31168879158383,6,0,20:27:15.443000,22:40:47.232952,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,133.52983253333335,0.25,0.0,0.0,0.5559462280336108,0.0,34.18,Medium,1,1,0.5559462280336108
48,12.9938639,77.5844374,tree_fall,False,High,High ground,126.52872176666668,3,0,evening_peak,7.3795213354107165,13,0,20:41:41.999000,03:11:00.032388,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,26.64,Low,0,1,0.5267467844912105
49,12.9188682,77.6687736,vehicle_breakdown,False,High,Bellandur,55.541728516666666,1,0,evening_peak,2.7360713472440232,14,0,21:27:52.454000,22:23:24.957711,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,55.541728516666666,0.125,0.0,0.0,0.2306822354889377,0.0,15.67,Low,1,1,0.23068223548893776
50,12.9546127,77.6423399,congestion,False,High,Jeevanbheemanagar,169.22176235,1,0,evening_peak,4.595626246225038,3,0,20:46:34.356000,23:35:47.661741,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,169.22176235,0.25,0.0,0.0,0.7048061053209501,0.0,38.64,Medium,1,1,0.7048061053209501
51,12.936133,77.5187044,vehicle_breakdown,False,High,Byatarayanapura,141.8704862666667,1,0,evening_peak,5.43223237688681,14,0,21:13:55.445000,23:35:47.674176,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,141.8704862666667,0.125,0.0,0.0,0.5907324863731758,0.0,26.47,Low,1,1,0.5907324863731758
52,12.9694079,77.7006346,construction,False,High,HAL Old Airport,759.7677609333333,1,0,evening_peak,70.57225565379298,4,0,20:56:01.732000,09:35:47.797656,60.0,Unknown,8173,Unknown,8173,0.08271136669521595,240.0,0.5,0.0,0.0,1.0,0.0,52.0,Medium,0,1,1.0
53,12.9849833,77.5883633,vehicle_breakdown,False,High,High ground,69.32987603333332,1,0,evening_peak,8.483712197821378,14,0,21:47:40.463000,22:57:00.255562,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,69.32987603333332,0.125,0.0,0.0,0.2881882867978332,0.0,17.4,Low,1,1,0.28818828679783326
54,13.0127301,77.5545135,vehicle_breakdown,False,High,Malleshwaram,172.84337438333333,3,0,evening_peak,10.423015510272604,14,0,20:42:57.607000,23:35:48.209463,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,172.84337438333333,0.125,0.0,0.0,0.7199107165211157,0.0,30.35,Medium,1,1,0.7199107165211157
55,12.9842019,77.7336286,road_conditions,False,Low,Whitefield,61.27697078333333,1,0,evening_peak,2.9391674250233053,11,0,21:54:56.083000,22:56:12.701247,25.0,Unknown,8173,Unknown,8173,0.08271136669521595,61.27697078333333,0.0625,0.0,0.0,0.2546021373943398,0.0,12.01,Low,1,1,0.25460213739433984
56,13.2644465,77.7187627,vehicle_breakdown,True,Low,Devanahalli Airport,179.23684601666668,1,0,evening_peak,7.116355917035773,14,0,19:36:33.702000,22:35:47.912761,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,179.23684601666668,0.125,0.0,0.0,0.7465758872660629,0.0,31.15,Medium,1,1,0.7465758872660629
57,12.9848257,77.7527586,vehicle_breakdown,False,Low,Mahadevapura,36.41233746666667,1,0,night,7.691347342828516,14,3,22:06:02.276000,22:42:27.016248,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,36.41233746666667,0.125,0.0,0.0,0.1508995277756996,0.0,13.28,Low,1,0,0.1508995277756996
58,12.9932986,77.5837571,tree_fall,False,High,High ground,126.52872176666668,3,0,evening_peak,6.921523065777315,13,0,20:51:39.532000,03:10:44.241252,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,26.64,Low,0,1,0.5267467844912105
59,12.9937523,77.5842482,tree_fall,False,High,High ground,126.52872176666668,3,0,evening_peak,7.3795213354107165,13,0,20:47:40.640000,03:10:47.308123,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,26.64,Low,0,1,0.5267467844912105
60,12.9938868,77.5841876,tree_fall,False,High,High ground,126.52872176666668,3,0,evening_peak,7.3795213354107165,13,0,20:45:19.752000,03:10:58.037069,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,26.64,Low,0,1,0.5267467844912105
61,12.9368467,77.6928653,vehicle_breakdown,False,High,HAL Old Airport,10.513486133333334,1,0,night,6.461050252628734,14,3,23:05:02.339000,23:15:33.148168,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,10.513486133333334,0.125,0.0,0.0,0.0428835182417242,0.0,10.04,Low,1,0,0.04288351824172424
62,13.0126766,77.5581246,tree_fall,True,Low,Malleshwaram,126.52872176666668,3,0,evening_peak,5.249858774535857,13,0,20:53:37.293000,05:38:25.456414,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,26.64,Low,0,1,0.5267467844912105
63,12.9513113,77.4994888,vehicle_breakdown,False,Low,Jnanabharathi,83.22766023333334,1,0,night,6.115652080839908,14,3,23:12:23.123000,00:35:36.782614,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,83.22766023333334,0.125,0.0,0.0,0.346151598426107,0.0,15.31,Low,0,0,0.34615159842610704
64,13.0160964,77.5068555,vehicle_breakdown,False,Low,Peenya,133.83007706666666,1,0,evening_peak,5.508413959296138,14,0,21:21:57.881000,23:35:47.685624,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,133.83007706666666,0.125,0.0,0.0,0.5571984540863282,0.0,25.47,Low,1,1,0.5571984540863282
65,12.9807501,77.6028238,pot_holes,False,High,Shivajinagar,5.140865333333333,3,0,evening_peak,8.167330275158413,7,0,21:05:54.697000,21:11:03.148920,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,5.140865333333333,0.0,0.0,0.0,0.0204759970707633,0.0,0.61,Low,1,1,0.020475997070763398
66,12.9165983,77.583705,tree_fall,False,Low,J.P. Nagar,321.23818236666665,3,0,evening_peak,9.638675418420847,13,0,20:58:06.297000,02:19:20.587942,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,240.0,0.25,0.0,0.0,1.0,0.0,38.0,Medium,0,1,1.0
67,13.0198619,77.6562235,pot_holes,False,High,Hennuru,3.211340583333333,2,0,night,0.8829505820238736,7,3,01:04:36.275000,01:07:48.955435,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,3.211340583333333,0.0,0.0,0.0,0.0124285527609922,0.0,0.37,Low,1,0,0.01242855276099228
68,13.0191848,77.6555127,pot_holes,False,High,Hennuru,4.0398114000000005,2,0,night,6.948734078488871,7,3,01:01:36.195000,01:05:38.583684,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,4.0398114000000005,0.0,0.0,0.0,0.0158838454486842,0.0,0.48,Low,1,0,0.015883845448684212
69,12.9740913,77.5452252,vehicle_breakdown,False,High,Vijayanagara,44.18835605,2,0,night,3.060929311093361,14,3,00:33:27.663000,01:17:38.964363,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,44.18835605,0.125,0.0,0.0,0.1833308694836099,0.0,14.25,Low,1,0,0.18333086948360994
70,12.9740971,77.5449011,vehicle_breakdown,False,High,Vijayanagara,41.797760616666665,2,0,night,3.060929311093361,14,3,00:36:02.277000,01:17:50.142637,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,41.797760616666665,0.125,0.0,0.0,0.1733604435448168,0.0,13.95,Low,1,0,0.17336044354481686
71,12.9688926,77.569795,vehicle_breakdown,False,Low,Chamarajpet,26.158530816666666,2,0,night,6.193069098231286,14,3,01:24:44.373000,01:50:53.884849,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,26.158530816666666,0.125,0.0,0.0,0.1081341069232146,0.0,11.99,Low,1,0,0.10813410692321468
72,12.9838737,77.5286068,pot_holes,False,High,Kamakshipalya,126.52872176666668,1,0,night,17.36318902586899,7,3,23:46:07.351000,23:45:54.337700,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.0,0.0,0.0,0.5267467844912105,0.0,12.64,Low,0,0,0.5267467844912105
73,12.9595586,77.5162093,others,False,Low,Byatarayanapura,126.52872176666668,1,0,night,5.307066140711089,6,3,23:23:41.783000,06:53:06.703545,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,26.64,Low,0,0,0.5267467844912105
74,12.9511354,77.5739687,vehicle_breakdown,False,Low,V.V.Puram (C.Pet),176.17561211666668,1,0,night,7.007951673701808,14,3,22:39:37.276000,01:35:47.812727,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,176.17561211666668,0.125,0.0,0.0,0.7338084380123369,0.0,24.61,Low,0,0,0.7338084380123369
75,13.0192138,77.5395595,vehicle_breakdown,False,Low,Rajajinagar,144.73249093333334,1,0,night,7.088208138350744,14,3,23:11:03.886000,01:35:47.835456,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,144.73249093333334,0.125,0.0,0.0,0.6026690127998541,0.0,21.46,Low,0,0,0.6026690127998541
76,12.9161187,77.5856548,pot_holes,False,Low,J.P. Nagar,126.52872176666668,3,0,evening_peak,18.93286492941832,7,0,21:11:51.734000,21:05:57.351976,20.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.0,0.0,0.0,0.5267467844912105,0.0,12.64,Low,0,1,0.5267467844912105
77,12.9284355,77.6811918,vehicle_breakdown,True,High,Bellandur,137.28279306666667,1,0,night,9.133988671368837,14,3,23:18:30.880000,01:35:47.847584,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,137.28279306666667,0.125,0.0,0.0,0.57159865275051,0.0,20.72,Low,0,0,0.57159865275051
78,13.0753282,77.4370383,vehicle_breakdown,False,Low,No Police Station,132.12283276666668,3,0,evening_peak,7.4226108619455715,14,0,19:23:40.435000,21:35:47.804966,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,132.12283276666668,0.125,0.0,0.0,0.5500780720194881,0.0,25.25,Low,1,1,0.5500780720194881
79,13.2673624,77.7195893,vehicle_breakdown,False,Low,Devanahalli Airport,132.37432686666665,3,0,evening_peak,5.45686301478508,14,0,19:23:25.400000,21:35:47.859612,30.0,Unknown,8173,Unknown,8173,0.08271136669521595,132.37432686666665,0.125,0.0,0.0,0.5511269752605509,0.0,25.28,Low,1,1,0.5511269752605509
80,12.9449039,77.4949618,others,False,Low,Jnanabharathi,15.88912515,3,0,evening_peak,7.391328643342877,6,0,21:25:26.425000,21:41:19.772509,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,15.88912515,0.25,0.0,0.0,0.0653036274505114,0.0,15.57,Low,0,1,0.06530362745051141
81,12.9873133,77.6163481,tree_fall,False,Low,Pulikeshinagar(F.Town),116.8119772,3,0,evening_peak,4.905769960408025,13,0,21:17:00.312000,23:13:49.030632,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,116.8119772,0.25,0.0,0.0,0.4862212816322702,0.0,32.09,Medium,1,1,0.4862212816322702
82,12.969418,77.7006526,construction,False,High,HAL Old Airport,792.5311395333333,3,0,evening_peak,70.57225565379298,4,0,21:23:16.629000,10:35:48.497372,60.0,Unknown,8173,Unknown,8173,0.08271136669521595,240.0,0.5,0.0,0.0,1.0,0.0,52.0,Medium,0,1,1.0
83,12.9613232,77.5644194,others,True,High,Chamarajpet,126.52872176666668,3,0,evening_peak,5.249858774535857,6,0,21:14:45.233000,02:20:28.972956,40.0,Unknown,8173,Unknown,8173,0.08271136669521595,126.52872176666668,0.25,0.0,0.0,0.5267467844912105,0.0,26.64,Low,0,1,0.5267467844912105
